LOC_ID                          CLUSTER             P_VALUE             RECURR_INT          CLU_OBS             CLU_EXP             CLU_ODE             CLU_RR              CLU_POP             LOC_OBS             LOC_EXP             LOC_ODE             LOC_RR              LOC_POP             LOC_LAT             LOC_LONG            GINI_CLUST
51017                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       0                   7.83                0                   0                   497640.00           38.058526           -79.739121          F 
54093                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       1                   12.91               0.077               0.077               820680.00           39.112409           -79.570536          F 
24023                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       6                   54.77               0.11                0.11                3481680.00          39.527861           -79.273551          F 
42041                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       489                 478.30              1.02                1.02                30404400.00         40.162537           -77.261308          F 
42009                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       31                  90.40               0.34                0.34                5746560.00          40.005222           -78.489984          F 
51550                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       362                 462.19              0.78                0.78                29380252.00         36.676700           -76.305457          F 
37131                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       95                  36.78               2.58                2.58                2337960.00          36.417362           -77.397694          F 
51019                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       38                  149.13              0.25                0.25                9479640.00          37.308003           -79.528196          F 
51083                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       29                  64.02               0.45                0.45                4069320.00          36.766549           -78.935126          F 
54083                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       7                   54.17               0.13                0.13                3443400.00          38.769899           -79.879196          F 
10003                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       2688                1054.78             2.55                2.55                67050272.00         39.579926           -75.640550          F 
51810                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       453                 849.44              0.53                0.53                53996968.00         36.732857           -76.045669          F 
37073                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       13                  21.83               0.60                0.60                1387440.00          36.446675           -76.697497          F 
37185                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       38                  37.25               1.02                1.02                2367720.00          36.397283           -78.106522          F 
51023                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       26                  63.09               0.41                0.41                4010280.00          37.555318           -79.809822          F 
54075                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       10                  15.57               0.64                0.64                989640.00           38.327587           -80.009938          F 
37091                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       56                  44.70               1.25                1.25                2841240.00          36.360776           -76.981041          F 
42071                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       2405                1030.19             2.33                2.34                65486880.00         40.039046           -76.247701          F 
51580                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       3                   10.45               0.29                0.29                664560.00           37.782466           -79.986314          F 
51005                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       8                   28.05               0.29                0.29                1783200.00          37.786361           -80.002225          F 
37083                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       130                 94.41               1.38                1.38                6001200.00          36.256693           -77.655611          F 
42111                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       34                  138.65              0.25                0.25                8813640.00          39.971727           -79.026996          F 
54077                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       13                  63.11               0.21                0.21                4011840.00          39.467710           -79.667128          F 
37181                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       202                 84.07               2.40                2.40                5344200.00          36.368807           -78.406708          F 
34033                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       461                 117.77              3.91                3.92                7486200.00          39.587197           -75.346966          F 
42099                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       39                  87.35               0.45                0.45                5552640.00          40.402066           -77.262974          F 
51143                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       25                  113.93              0.22                0.22                7242480.00          36.819803           -79.397313          F 
54001                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       7                   31.04               0.23                0.23                1972920.00          39.130722           -80.003509          F 
34011                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       1807                282.27              6.40                6.41                17943248.00         39.371994           -75.107126          F 
42029                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       1971                991.05              1.99                1.99                62998592.00         39.972918           -75.747684          F 
42061                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       213                 85.22               2.50                2.50                5417280.00          40.421627           -77.976733          F 
42043                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       934                 525.36              1.78                1.78                33395940.00         40.413771           -76.779932          F 
37077                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       199                 114.10              1.74                1.74                7253160.00          36.303375           -78.651842          F 
51770                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       131                 187.16              0.70                0.70                11897160.00         37.277910           -79.961898          F 
42075                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       839                 267.67              3.13                3.14                17015160.00         40.366803           -76.456518          F 
54097                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       5                   45.64               0.11                0.11                2901120.00          38.892851           -80.236891          F 
37029                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       3                   20.51               0.15                0.15                1304040.00          36.338049           -76.155684          F 
42067                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       92                  46.75               1.97                1.97                2971560.00          40.533587           -77.399751          F 
37145                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       31                  74.55               0.42                0.42                4738800.00          36.389890           -78.972174          F 
54091                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       9                   31.52               0.29                0.29                2003400.00          39.336026           -80.042144          F 
37139                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       86                  75.18               1.14                1.14                4778880.00          36.267238           -76.251348          F 
34009                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       518                 173.75              2.98                2.98                11044680.00         39.150088           -74.801702          F 
37015                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       92                  35.77               2.57                2.57                2273640.00          36.068847           -76.965459          F 
51775                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       33                  47.76               0.69                0.69                3036120.00          37.283619           -80.062195          F 
51161                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       89                  177.80              0.50                0.50                11302320.00         37.268658           -80.063968          F 
42013                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       34                  229.98              0.15                0.15                14619480.00         40.479614           -78.349174          F 
37041                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       13                  26.32               0.49                0.49                1673160.00          36.129081           -76.601184          F 
37053                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       10                  52.41               0.19                0.19                3331560.00          36.361237           -75.958764          F 
37143                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       22                  25.41               0.87                0.87                1615560.00          36.178475           -76.406031          F 
42045                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       5391                1069.88             5.04                5.05                68009720.00         39.916802           -75.402437          F 
51590                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       39                  75.59               0.52                0.52                4805280.00          36.580224           -79.403957          F 
51045                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       4                   9.69                0.41                0.41                615720.00           37.481336           -80.210723          F 
51067                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       24                  105.79              0.23                0.23                6725040.00          36.995362           -79.880236          F 
54101                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       0                   15.32               0                   0                   973680.00           38.493709           -80.420202          F 
37069                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       120                 131.55              0.91                0.91                8362200.00          36.081519           -78.287089          F 
34015                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       1801                550.54              3.27                3.27                34996320.00         39.715811           -75.139955          F 
42087                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       57                  87.10               0.65                0.65                5536560.00          40.611169           -77.610707          F 
42051                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       74                  244.04              0.30                0.30                15512880.00         39.920410           -79.642912          F 
54025                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       6                   65.43               0.092               0.092               4159440.00          37.946365           -80.453359          F 
37127                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       150                 178.01              0.84                0.84                11315760.00         35.965756           -77.984225          F 
37065                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       168                 97.17               1.73                1.73                6176640.00          35.912306           -77.594369          F 
42021                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       42                  245.77              0.17                0.17                15623040.00         40.495274           -78.713774          F 
54061                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       90                  199.37              0.45                0.45                12673440.00         39.632185           -80.047668          F 
37033                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       44                  42.67               1.03                1.03                2712480.00          36.393127           -79.333533          F 
42011                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       3584                795.05              4.51                4.52                50539680.00         40.415705           -75.924578          F 
54041                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       5                   30.03               0.17                0.17                1908840.00          38.994725           -80.499882          F 
54033                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       22                  126.96              0.17                0.17                8070720.00          39.285385           -80.379196          F 
54049                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       40                  105.85              0.38                0.38                6728640.00          39.509845           -80.242447          F 
37117                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       40                  42.36               0.94                0.94                2692800.00          35.843267           -77.108603          F 
34007                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       5399                956.09              5.65                5.66                60776604.00         39.803438           -74.963888          F 
51690                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       20                  23.70               0.84                0.84                1506480.00          36.682121           -79.863528          F 
51089                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       48                  95.44               0.50                0.50                6066840.00          36.685424           -79.876340          F 
42109                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       34                  76.21               0.45                0.45                4844640.00          40.771292           -77.068407          F 
42101                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       18437               2990.32             6.17                6.23                190087680.00        40.003385           -75.137927          F 
34001                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       1832                497.74              3.68                3.68                31640400.00         39.475387           -74.658485          F 
37063                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       963                 606.89              1.59                1.59                38578560.00         36.036385           -78.876083          F 
54063                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       6                   25.06               0.24                0.24                1593000.00          37.562747           -80.545780          F 
42091                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       5441                1568.56             3.47                3.48                99709744.00         40.210537           -75.366523          F 
42129                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       345                 658.64              0.52                0.52                41867952.00         40.313780           -79.466155          F 
51121                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       65                  186.01              0.35                0.35                11824200.00         37.177470           -80.378687          F 
54007                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       2                   26.35               0.076               0.076               1674840.00          38.700362           -80.720112          F 
37187                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       24                  21.86               1.10                1.10                1389600.00          35.838101           -76.572990          F 
37135                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       255                 280.29              0.91                0.91                17817120.00         36.060929           -79.121679          F 
54067                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       9                   46.24               0.19                0.19                2939520.00          38.296177           -80.797596          F 
42107                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       484                 266.85              1.81                1.81                16963080.00         40.704973           -76.215078          F 
37195                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       246                 154.42              1.59                1.59                9816120.00          35.706255           -77.917978          F 
42097                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       148                 171.49              0.86                0.86                10901160.00         40.847854           -76.707982          F 
37157                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       51                  171.80              0.30                0.30                10921200.00         36.395931           -79.775048          F 
42059                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       14                  68.40               0.20                0.20                4347960.00          39.857465           -80.223571          F 
42027                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       104                 306.54              0.34                0.34                19486184.00         40.920589           -77.822006          F 
37177                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       4                   7.58                0.53                0.53                481920.00           35.871472           -76.170553          F 
51063                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       5                   29.73               0.17                0.17                1889880.00          36.930213           -80.367388          F 
42063                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       76                  158.71              0.48                0.48                10088760.00         40.652410           -79.089633          F 
37183                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       1067                2098.72             0.51                0.51                133411216.00        35.788793           -78.652492          F 
42119                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       44                  84.80               0.52                0.52                5390760.00          40.961888           -77.059960          F 
54017                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       0                   15.95               0                   0                   1013760.00          39.270572           -80.706715          F 
51750                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       3                   34.45               0.087               0.087               2189880.00          37.122229           -80.560273          F 
34005                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       3769                840.71              4.48                4.49                53441800.00         39.876811           -74.669278          F 
37147                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       198                 341.20              0.58                0.58                21689040.00         35.595354           -77.373532          F 
54021                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       9                   14.77               0.61                0.61                938760.00           38.925128           -80.859527          F 
37001                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       245                 319.99              0.77                0.77                20341060.00         36.043470           -79.399761          F 
51071                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       8                   31.56               0.25                0.25                2006400.00          37.312348           -80.706369          F 
54089                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       1                   23.73               0.042               0.042               1508760.00          37.653906           -80.860097          F 
42077                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       3067                697.18              4.40                4.41                44318216.00         40.615482           -75.594352          F 
51141                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       10                  33.24               0.30                0.30                2112960.00          36.680164           -80.286565          F 
42017                           3                   1e-17               100000000000000000  156811              56058.34            2.80                3.00                3563502576.00       4230                1186.02             3.57                3.57                75392528.00         40.336821           -75.108366          F 
31103                           4                   1e-17               100000000000000000  49171               15700.78            3.13                3.20                1710965752.00       3                   0.89                3.38                3.38                96720.00            42.879907           -99.713437          F 
31017                           4                   1e-17               100000000000000000  49171               15700.78            3.13                3.20                1710965752.00       0                   3.25                0                   0                   354600.00           42.430189           -99.929041          F 
46123                           4                   1e-17               100000000000000000  49171               15700.78            3.13                3.20                1710965752.00       2                   5.99                0.33                0.33                652920.00           43.344594           -99.885489          F 
46053                           4                   1e-17               100000000000000000  49171               15700.78            3.13                3.20                1710965752.00       0                   4.61                0                   0                   502200.00           43.194191           -99.188839          F 
31149                           4                   1e-17               100000000000000000  49171               15700.78            3.13                3.20                1710965752.00       0                   1.49                0                   0                   162840.00           42.422522           -99.448321          F 
31015                           4                   1e-17               100000000000000000  49171               15700.78            3.13                3.20                1710965752.00       0                   2.11                0                   0                   230280.00           42.899727           -98.764866          F 
46121                           4                   1e-17               100000000000000000  49171               15700.78            3.13                3.20                1710965752.00       17                  11.21               1.52                1.52                1221240.00          43.193386           -100.719550         F 
31089                           4                   1e-17               100000000000000000  49171               15700.78            3.13                3.20                1710965752.00       1                   11.09               0.090               0.090               1208040.00          42.455221           -98.784026          F 
46023                           4                   1e-17               100000000000000000  49171               15700.78            3.13                3.20                1710965752.00       6                   10.23               0.59                0.59                1115040.00          43.206601           -98.588562          F 
46015                           4                   1e-17               100000000000000000  49171               15700.78            3.13                3.20                1710965752.00       0                   5.83                0                   0                   635640.00           43.717564           -99.081190          F 
31115                           4                   1e-17               100000000000000000  49171               15700.78            3.13                3.20                1710965752.00       0                   0.73                0                   0                   79680.00            41.913720           -99.454404          F 
31009                           4                   1e-17               100000000000000000  49171               15700.78            3.13                3.20                1710965752.00       0                   0.51                0                   0                   55800.00            41.913117           -99.976778          F 
46085                           4                   1e-17               100000000000000000  49171               15700.78            3.13                3.20                1710965752.00       7                   4.16                1.68                1.68                453720.00           43.895227           -99.852019          F 
46095                           4                   1e-17               100000000000000000  49171               15700.78            3.13                3.20                1710965752.00       0                   2.27                0                   0                   247320.00           43.580788           -100.756319         F 
31031                           4                   1e-17               100000000000000000  49171               15700.78            3.13                3.20                1710965752.00       0                   6.26                0                   0                   682680.00           42.545026           -101.124433         F 
46043                           4                   1e-17               100000000000000000  49171               15700.78            3.13                3.20                1710965752.00       1                   3.22                0.31                0.31                350520.00           43.385207           -98.369780          F 
31071                           4                   1e-17               100000000000000000  49171               15700.78            3.13                3.20                1710965752.00       1                   2.17                0.46                0.46                236280.00           41.914290           -98.991118          F 
31171                           4                   1e-17               100000000000000000  49171               15700.78            3.13                3.20                1710965752.00       1                   0.80                1.26                1.26                86640.00            41.913590           -100.555663         F 
46003                           4                   1e-17               100000000000000000  49171               15700.78            3.13                3.20                1710965752.00       7                   3.03                2.31                2.31                330120.00           43.717577           -98.560505          F 
46017                           4                   1e-17               100000000000000000  49171               15700.78            3.13                3.20                1710965752.00       5                   2.16                2.31                2.31                235440.00           44.076578           -99.208145          F 
46075                           4                   1e-17               100000000000000000  49171               15700.78            3.13                3.20                1710965752.00       0                   0.99                0                   0                   108360.00           43.962786           -100.694001         F 
31183                           4                   1e-17               100000000000000000  49171               15700.78            3.13                3.20                1710965752.00       0                   0.86                0                   0                   93960.00            41.914827           -98.527989          F 
46009                           4                   1e-17               100000000000000000  49171               15700.78            3.13                3.20                1710965752.00       1                   7.60                0.13                0.13                828120.00           42.989142           -97.885927          F 
31107                           4                   1e-17               100000000000000000  49171               15700.78            3.13                3.20                1710965752.00       6                   9.18                0.65                0.65                999840.00           42.637584           -97.891788          F 
46035                           4                   1e-17               100000000000000000  49171               15700.78            3.13                3.20                1710965752.00       4                   21.78               0.18                0.18                2373000.00          43.674909           -98.144589          F 
31003                           4                   1e-17               100000000000000000  49171               15700.78            3.13                3.20                1710965752.00       6                   6.94                0.87                0.87                755760.00           42.176955           -98.066628          F 
31175                           4                   1e-17               100000000000000000  49171               15700.78            3.13                3.20                1710965752.00       3                   4.58                0.66                0.66                498960.00           41.567308           -98.981977          F 
46073                           4                   1e-17               100000000000000000  49171               15700.78            3.13                3.20                1710965752.00       6                   2.22                2.71                2.71                241560.00           44.066378           -98.629660          F 
31091                           4                   1e-17               100000000000000000  49171               15700.78            3.13                3.20                1710965752.00       1                   0.75                1.33                1.33                81840.00            41.915862           -101.135429         F 
